Id,LotArea,Street,LotConfig,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Electrical,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageType,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Y_renew
377,8846,Pave,CulDSac,CollgCr,1Fam,SFoyer,1996,1996,Gable,SBrkr,914,2,5,Detchd,7,2006,WD,Normal,148000,10
378,11143,Pave,Corner,Somerst,1Fam,2Story,2004,2005,Gable,SBrkr,2466,4,8,Attchd,12,2007,WD,Normal,340000,2
379,11394,Pave,Corner,StoneBr,1Fam,1Story,2010,2010,Hip,SBrkr,1856,1,8,Attchd,6,2010,New,Partial,394432,0
380,8123,Pave,Inside,Gilbert,1Fam,2Story,2000,2000,Gable,SBrkr,1800,3,7,Attchd,6,2009,WD,Normal,179000,9
381,5000,Pave,Inside,SWISU,1Fam,1.5Fin,1924,1950,Gable,SBrkr,1691,3,6,Detchd,5,2010,WD,Normal,127000,60
382,7200,Pave,Inside,Somerst,1Fam,1Story,2006,2006,Gable,SBrkr,1301,2,5,Attchd,8,2006,New,Partial,187750,0
383,9245,Pave,Inside,CollgCr,1Fam,2Story,2006,2006,Gable,SBrkr,1797,3,8,Attchd,4,2007,WD,Normal,213500,1
384,9000,Pave,Corner,SawyerW,1Fam,1.5Unf,1928,1950,Gable,FuseA,784,2,5,Detchd,10,2009,WD,Normal,76000,59
385,53107,Pave,Corner,ClearCr,1Fam,2Story,1992,1992,Gable,SBrkr,1953,3,9,Attchd,6,2007,WD,Normal,240000,15
386,3182,Pave,Inside,Blmngtn,TwnhsE,1Story,2004,2005,Gable,SBrkr,1269,2,6,Attchd,4,2010,WD,Normal,192000,5
387,8410,Pave,FR2,Edwards,1Fam,1.5Fin,1910,1996,Gambrel,SBrkr,1184,5,8,NA,5,2006,WD,AdjLand,81000,10
388,7200,Pave,Inside,Edwards,1Fam,SLvl,1976,1976,Hip,SBrkr,1125,3,6,Detchd,10,2009,WD,Abnorml,125000,33
389,9382,Pave,CulDSac,CollgCr,1Fam,1Story,1999,2000,Gable,SBrkr,1479,3,6,Attchd,7,2008,WD,Normal,191000,8
390,12474,Pave,Inside,NridgHt,1Fam,2Story,2007,2008,Gable,SBrkr,2332,3,9,BuiltIn,8,2008,New,Partial,426000,0
391,8405,Pave,Inside,Edwards,1Fam,1.5Fin,1900,1950,Gable,SBrkr,1367,4,7,Detchd,4,2008,WD,Normal,119000,58
392,12209,Pave,CulDSac,Mitchel,1Fam,2Story,2001,2002,Gable,SBrkr,1961,3,7,BuiltIn,6,2009,WD,Normal,215000,7
393,8339,Pave,Inside,NAmes,1Fam,1Story,1959,1959,Gable,SBrkr,882,3,5,Attchd,7,2007,WD,Normal,106500,48
394,7446,Pave,Corner,BrkSide,1Fam,1Story,1941,1950,Gable,FuseA,788,2,4,NA,4,2006,WD,Abnorml,100000,56
395,10134,Pave,Inside,OldTown,1Fam,1.5Fin,1940,1950,Gable,FuseA,1034,2,5,Detchd,7,2007,WD,Normal,109000,57
396,9571,Pave,Inside,Edwards,1Fam,1Story,1956,1956,Gable,SBrkr,1144,3,6,Attchd,6,2010,WD,Normal,129000,54
397,7200,Pave,Inside,CollgCr,1Fam,1Story,1972,1972,Hip,SBrkr,894,2,6,Detchd,9,2009,WD,Normal,123000,37
398,7590,Pave,Inside,NAmes,1Fam,2Story,1962,1962,Gable,SBrkr,1812,4,8,Attchd,7,2007,WD,Normal,169500,45
399,8967,Pave,Corner,IDOTRR,1Fam,1Story,1920,1950,Gable,Mix,1077,2,6,Detchd,11,2007,WD,Abnorml,67000,57
400,8125,Pave,Inside,Somerst,1Fam,2Story,2006,2007,Gable,SBrkr,1550,2,7,Attchd,10,2009,WD,Normal,241000,2
401,14963,Pave,Inside,Veenker,TwnhsE,1Story,1996,1996,Gable,SBrkr,1288,1,4,Attchd,12,2008,WD,Normal,245500,12
402,8767,Pave,Inside,CollgCr,1Fam,1Story,2005,2005,Gable,SBrkr,1310,3,6,Attchd,7,2006,New,Partial,164990,1
403,10200,Pave,Inside,Sawyer,1Fam,1Story,1940,1997,Gable,SBrkr,672,2,4,Detchd,8,2008,WD,Normal,108000,11
404,12090,Pave,Corner,NoRidge,1Fam,2Story,1998,1998,Hip,SBrkr,2263,4,10,BuiltIn,7,2006,WD,Abnorml,258000,8
405,10364,Pave,Inside,Gilbert,1Fam,2Story,1995,1996,Gable,SBrkr,1572,3,7,BuiltIn,5,2007,WD,Normal,168000,11
406,9991,Pave,Corner,Sawyer,1Fam,1Story,1976,1993,Gable,SBrkr,1620,3,8,Attchd,6,2009,WD,Normal,150000,16
407,10480,Pave,Inside,SWISU,1Fam,1.5Fin,1936,1950,Gable,FuseA,1639,3,6,Detchd,3,2008,WD,Normal,115000,58
408,15576,Pave,Inside,Crawfor,1Fam,2Story,1915,1976,Gable,SBrkr,1680,4,8,Attchd,3,2008,WD,Normal,177000,32
409,14154,Pave,Corner,NridgHt,1Fam,2Story,2006,2006,Gable,SBrkr,2172,3,9,Attchd,8,2007,New,Partial,280000,1
410,10800,Pave,Inside,Somerst,1Fam,2Story,2007,2008,Gable,SBrkr,2078,3,8,Attchd,4,2008,New,Partial,339750,0
411,9571,Pave,Inside,Edwards,1Fam,1Story,1958,1958,Gable,FuseA,1276,3,5,Attchd,6,2009,COD,Abnorml,60000,51
412,34650,Pave,Inside,Gilbert,2fmCon,1Story,1955,1955,Hip,SBrkr,1056,3,5,Attchd,1,2006,WD,Normal,145000,51
413,4403,Pave,Inside,Somerst,1Fam,1Story,2009,2009,Gable,SBrkr,1478,2,7,Attchd,6,2010,New,Partial,222000,1
414,8960,Pave,Inside,OldTown,1Fam,1Story,1927,1950,Gable,FuseA,1028,2,5,Detchd,3,2010,WD,Normal,115000,60
415,11228,Pave,CulDSac,SawyerW,1Fam,2Story,1993,1993,Gable,SBrkr,2097,3,9,Attchd,12,2008,WD,Normal,228000,15
416,8899,Pave,Inside,Gilbert,1Fam,1Story,2007,2007,Gable,SBrkr,1340,3,6,Attchd,8,2007,New,Partial,181134,0
417,7844,Pave,Inside,Sawyer,1Fam,2Story,1978,1978,Hip,SBrkr,1400,3,6,Attchd,3,2006,WD,Normal,149500,28
418,22420,Pave,Inside,Crawfor,1Fam,2Story,1918,1950,Hip,FuseA,2624,4,10,Detchd,11,2007,WD,Normal,239000,57
419,8160,Pave,Inside,Edwards,1Fam,1.5Fin,1940,1950,Gable,FuseF,1134,3,7,Detchd,4,2007,WD,AdjLand,126000,57
420,8450,Pave,Inside,NAmes,1Fam,1Story,1968,1968,Gable,SBrkr,1056,3,6,Attchd,7,2010,WD,Normal,142000,42
421,7060,Pave,Inside,Mitchel,Duplex,SFoyer,1997,1998,Gable,SBrkr,1344,2,8,Attchd,11,2008,WD,Alloca,206300,10
422,16635,Pave,FR2,NWAmes,1Fam,1Story,1977,2000,Gable,SBrkr,1602,3,8,Attchd,6,2009,WD,Normal,215000,9
423,21750,Pave,Inside,Mitchel,1Fam,1Story,1954,1954,Hip,FuseA,988,2,4,Attchd,2,2008,WD,Normal,113000,54
424,9200,Pave,Inside,NoRidge,1Fam,2Story,1998,1998,Gable,SBrkr,2630,4,8,Attchd,6,2008,WD,Normal,315000,10
425,9000,Pave,Inside,NAmes,1Fam,1Story,1956,1956,Gable,FuseA,1196,2,6,Attchd,5,2008,WD,Normal,139000,52
426,3378,Pave,Inside,OldTown,1Fam,2Story,1946,1992,Gable,SBrkr,1389,3,6,Detchd,9,2009,WD,Normal,135000,17
427,12800,Pave,Inside,SawyerW,1Fam,SLvl,1989,1989,Gable,SBrkr,1644,2,5,Attchd,8,2009,WD,Normal,275000,20
428,8593,Pave,Inside,NAmes,1Fam,1Story,1957,1957,Hip,SBrkr,907,3,5,Detchd,7,2008,WD,Normal,109008,51
429,6762,Pave,Inside,CollgCr,1Fam,1Story,2007,2007,Gable,SBrkr,1208,2,6,Attchd,9,2007,New,Partial,195400,0
430,11457,Pave,Corner,Timber,1Fam,1Story,1988,1988,Gable,SBrkr,1412,3,6,Attchd,3,2009,WD,Normal,175000,21
431,1680,Pave,Inside,BrDale,Twnhs,2Story,1971,1971,Gable,SBrkr,987,2,4,Detchd,7,2008,COD,Abnorml,85400,37
432,5586,Pave,Inside,OldTown,1Fam,1.5Fin,1920,1998,Gable,SBrkr,1198,4,7,NA,9,2008,ConLD,Abnorml,79900,10
433,1920,Pave,Inside,BrDale,TwnhsE,2Story,1971,1971,Gable,SBrkr,1365,2,6,Detchd,8,2007,WD,Normal,122500,36
434,10839,Pave,Corner,Gilbert,1Fam,2Story,1997,1998,Gable,SBrkr,1604,3,7,Attchd,7,2008,WD,Normal,181000,10
435,1890,Pave,Inside,MeadowV,Twnhs,SFoyer,1972,1972,Gable,SBrkr,630,1,3,NA,6,2008,WD,Normal,81000,36
436,10667,Pave,CulDSac,CollgCr,1Fam,2Story,1996,1996,Gable,SBrkr,1661,3,6,Attchd,4,2009,ConLw,Normal,212000,13
437,4400,Pave,Inside,OldTown,1Fam,1.5Fin,1920,1950,Gable,FuseA,1118,2,6,Detchd,10,2006,WD,Normal,116000,56
438,6000,Pave,Inside,BrkSide,1Fam,1.5Unf,1926,2004,Gable,SBrkr,904,2,4,Detchd,1,2009,WD,Normal,119000,5
439,4280,Pave,Inside,Crawfor,1Fam,1Story,1913,2002,Gable,SBrkr,694,2,4,Detchd,3,2007,WD,Normal,90350,5
440,12354,Pave,Corner,Edwards,1Fam,1.5Fin,1920,2000,Gable,SBrkr,1196,3,7,Detchd,8,2009,ConLI,Normal,110000,9
441,15431,Pave,Inside,NridgHt,1Fam,1Story,2008,2008,Hip,SBrkr,2402,2,10,Attchd,4,2009,WD,Normal,555000,1
442,12108,Pave,Inside,Edwards,Duplex,1Story,1955,1955,Gable,FuseF,1440,4,8,NA,9,2008,WD,Normal,118000,53
443,6240,Pave,Inside,BrkSide,1Fam,1.5Fin,1930,1992,Gable,SBrkr,1573,3,8,Detchd,6,2008,WD,Normal,162900,16
444,3922,Pave,Inside,Blmngtn,TwnhsE,1Story,2006,2007,Gable,SBrkr,1258,2,6,Attchd,6,2007,New,Partial,172500,0
445,8750,Pave,Inside,CollgCr,1Fam,2Story,1994,1995,Gable,SBrkr,1908,4,8,Attchd,7,2008,WD,Normal,210000,13
446,9855,Pave,Corner,Edwards,1Fam,1Story,1956,1956,Hip,SBrkr,1689,3,7,Attchd,11,2009,COD,Normal,127500,53
447,16492,Pave,Corner,NAmes,1Fam,1Story,1966,2002,Gable,SBrkr,1888,2,6,Attchd,6,2010,WD,Normal,190000,8
448,11214,Pave,Corner,Gilbert,1Fam,2Story,1998,1999,Gable,SBrkr,1886,4,10,Attchd,7,2006,WD,Normal,199900,7
449,8600,Pave,Inside,IDOTRR,1Fam,1.5Fin,1937,1950,Gable,SBrkr,1376,3,7,Detchd,6,2006,WD,Normal,119500,56
450,6000,Pave,Inside,OldTown,1Fam,1.5Fin,1948,2002,Gable,SBrkr,1183,2,6,Detchd,6,2007,WD,Normal,120000,5
451,5684,Pave,Inside,OldTown,1Fam,1Story,1930,2005,Hip,FuseA,813,2,5,Detchd,6,2006,WD,Normal,110000,1
452,70761,Pave,Inside,ClearCr,1Fam,1Story,1975,1975,Gable,SBrkr,1533,2,5,Attchd,12,2006,WD,Normal,280000,31
453,9303,Pave,Corner,Timber,1Fam,2Story,1996,1997,Hip,SBrkr,1756,3,7,Attchd,7,2007,WD,Normal,204000,10
454,9000,Pave,Inside,Somerst,1Fam,2Story,2008,2008,Gable,SBrkr,1590,3,6,Attchd,6,2009,WD,Normal,210000,1
455,9297,Pave,Inside,Mitchel,Duplex,1Story,1976,1976,Gable,SBrkr,1728,4,8,Detchd,7,2006,WD,Family,188000,30
456,9600,Pave,Inside,NWAmes,1Fam,1Story,1973,1973,Hip,SBrkr,1242,3,6,Attchd,9,2007,WD,Normal,175500,34
457,4571,Pave,Inside,OldTown,1Fam,2Story,1916,1950,Gable,SBrkr,1344,4,7,Detchd,5,2008,COD,Abnorml,98000,58
458,53227,Pave,CulDSac,ClearCr,1Fam,1Story,1954,1994,Flat,SBrkr,1663,2,6,Attchd,3,2008,WD,Normal,256000,14
459,5100,Pave,Inside,OldTown,1Fam,2Story,1925,1996,Hip,SBrkr,1666,3,7,Detchd,6,2008,WD,Normal,161000,12
460,7015,Pave,Corner,BrkSide,1Fam,1.5Fin,1950,1950,Gable,SBrkr,1203,3,5,Detchd,7,2009,WD,Normal,110000,59
461,8004,Pave,Inside,Somerst,1Fam,2Story,2009,2009,Gable,SBrkr,1935,3,8,BuiltIn,12,2009,New,Partial,263435,0
462,7200,Pave,Inside,SWISU,1Fam,2Story,1936,2007,Gable,SBrkr,1135,3,6,Detchd,4,2009,WD,Normal,155000,2
463,8281,Pave,Inside,Sawyer,1Fam,1Story,1965,1965,Gable,SBrkr,864,3,5,Detchd,12,2009,WD,Normal,62383,44
464,11988,Pave,Inside,Crawfor,1Fam,2Story,1934,1995,Hip,FuseA,1660,3,6,Detchd,8,2008,WD,Normal,188700,13
465,8430,Pave,Inside,CollgCr,1Fam,1Story,1978,1978,Gable,SBrkr,1040,3,5,NA,8,2009,WD,Normal,124000,31
466,3072,Pave,Inside,Blmngtn,TwnhsE,1Story,2004,2004,Hip,SBrkr,1414,2,6,Attchd,5,2006,WD,Normal,178740,2
467,10628,Pave,Inside,NAmes,1Fam,1Story,1970,1970,Flat,SBrkr,1277,2,5,Attchd,4,2007,WD,Normal,167000,37
468,9480,Pave,Inside,NAmes,1Fam,2Story,1942,1995,Gable,SBrkr,1644,3,7,Attchd,6,2007,WD,Normal,146500,12
469,11428,Pave,Inside,NridgHt,1Fam,1Story,2006,2006,Gable,SBrkr,1634,3,7,Attchd,5,2007,WD,Normal,250000,1
470,9291,Pave,Corner,SawyerW,1Fam,2Story,1993,1993,Gable,SBrkr,1710,3,7,Attchd,6,2008,WD,Normal,187000,15
471,6820,Pave,Corner,StoneBr,TwnhsE,1Story,1985,1985,Gable,SBrkr,1502,1,4,Attchd,6,2010,WD,Normal,212000,25
472,11952,Pave,Inside,NWAmes,1Fam,2Story,1977,1977,Mansard,SBrkr,1969,3,8,Attchd,11,2007,WD,Normal,190000,30
473,3675,Pave,Inside,Edwards,TwnhsE,SLvl,2005,2005,Gable,SBrkr,1072,2,5,Basment,6,2008,WD,Normal,148000,3
474,14977,Pave,Inside,NridgHt,1Fam,1Story,2006,2007,Gable,SBrkr,1976,2,7,Attchd,7,2007,New,Partial,440000,0
475,5330,Pave,Inside,StoneBr,TwnhsE,1Story,2000,2000,Gable,SBrkr,1652,2,6,Attchd,8,2007,WD,Normal,251000,7
476,8480,Pave,Corner,Sawyer,1Fam,1Story,1963,1963,Hip,SBrkr,970,2,5,Detchd,7,2007,WD,Normal,132500,44
477,13125,Pave,Inside,CollgCr,1Fam,1Story,1997,1998,Gable,SBrkr,1493,3,7,Attchd,4,2008,WD,Normal,208900,10
478,13693,Pave,Inside,NridgHt,1Fam,2Story,2006,2006,Hip,SBrkr,2643,3,9,BuiltIn,3,2007,WD,Normal,380000,1
479,10637,Pave,Inside,CollgCr,1Fam,1Story,2007,2008,Hip,SBrkr,1718,3,7,Attchd,9,2009,WD,Normal,297000,1
480,5925,Pave,Inside,OldTown,1Fam,1Story,1937,2000,Hip,SBrkr,1131,2,7,Detchd,3,2007,WD,Alloca,89471,7
481,16033,Pave,FR2,NridgHt,1Fam,1Story,2004,2005,Hip,SBrkr,1850,3,8,Attchd,3,2006,WD,Normal,326000,1
482,11846,Pave,Inside,NridgHt,1Fam,1Story,2003,2004,Hip,SBrkr,1792,2,6,Attchd,8,2006,WD,Normal,374000,2
483,2500,Pave,Corner,OldTown,1Fam,2Story,1915,2005,Gable,SBrkr,1826,4,7,Attchd,6,2009,WD,Normal,155000,4
484,4500,Pave,FR2,Mitchel,Twnhs,1Story,1998,1998,Hip,SBrkr,1216,2,5,Attchd,5,2006,WD,Normal,164000,8
485,7758,Pave,Corner,Sawyer,1Fam,1Story,1962,2001,Gable,SBrkr,999,3,6,Detchd,3,2007,WD,Normal,132500,6
486,9600,Pave,Inside,NAmes,1Fam,1Story,1950,2007,Gable,SBrkr,1113,3,5,Attchd,7,2009,WD,Normal,147000,2
487,10289,Pave,Inside,NAmes,1Fam,1Story,1965,1965,Hip,SBrkr,1073,3,6,Attchd,6,2007,WD,Normal,156000,42
488,12243,Pave,Inside,NWAmes,1Fam,1Story,1971,1971,Gable,SBrkr,1484,3,7,Attchd,2,2007,WD,Normal,175000,36
489,10800,Pave,Corner,OldTown,2fmCon,1.5Fin,1900,1970,Gable,FuseA,2414,3,10,Attchd,5,2006,ConLD,Normal,160000,36
490,1526,Pave,Inside,MeadowV,Twnhs,SFoyer,1970,2002,Gable,SBrkr,630,1,3,Attchd,5,2009,WD,Normal,86000,7
491,2665,Pave,Inside,MeadowV,TwnhsE,2Story,1976,1976,Gable,SBrkr,1304,3,4,BuiltIn,6,2008,WD,Normal,115000,32
492,9490,Pave,Inside,NAmes,1Fam,1.5Fin,1941,1950,Gable,FuseA,1578,3,5,Attchd,8,2006,WD,Normal,133000,56
493,15578,Pave,Corner,Gilbert,1Fam,2Story,2006,2006,Gable,SBrkr,1456,3,8,Attchd,5,2006,New,Partial,172785,0
494,7931,Pave,Inside,NAmes,1Fam,1Story,1960,1960,Gable,FuseA,1269,3,6,Detchd,6,2008,WD,Normal,155000,48
495,5784,Pave,Inside,OldTown,1Fam,1Story,1938,1996,Gable,FuseA,886,2,4,Attchd,12,2009,WD,Normal,91300,13
496,7879,Pave,Inside,IDOTRR,1Fam,1Story,1920,1950,Gable,FuseA,720,2,4,NA,11,2009,WD,Abnorml,34900,59
497,12692,Pave,Inside,NoRidge,1Fam,1Story,1992,1993,Hip,SBrkr,3228,4,10,Attchd,5,2007,WD,Normal,430000,14
498,9120,Pave,Inside,BrkSide,1Fam,1.5Fin,1925,1950,Gable,SBrkr,1820,4,8,Detchd,6,2008,WD,Normal,184000,58
499,7800,Pave,Inside,Sawyer,1Fam,1Story,1967,2004,Hip,SBrkr,899,3,5,Attchd,6,2009,WD,Normal,130000,5
500,7535,Pave,Inside,NAmes,1Fam,1Story,1958,1985,Gable,SBrkr,912,2,5,Attchd,6,2007,WD,Normal,120000,22
501,1890,Pave,Inside,BrDale,Twnhs,2Story,1973,1973,Gable,SBrkr,1218,3,7,Detchd,5,2007,WD,Normal,113000,34
502,9803,Pave,Inside,Somerst,1Fam,2Story,2005,2005,Gable,SBrkr,1768,3,7,Attchd,2,2008,WD,Normal,226700,3
503,9170,Pave,Corner,Edwards,1Fam,1Story,1965,1965,Hip,SBrkr,1214,2,6,Detchd,4,2007,WD,Normal,140000,42
504,15602,Pave,Inside,Crawfor,1Fam,1Story,1959,1997,Gable,SBrkr,1801,1,6,Attchd,3,2010,WD,Normal,289000,13
505,2308,Pave,Inside,NPkVill,TwnhsE,2Story,1974,1974,Gable,SBrkr,1322,3,6,Attchd,6,2009,WD,Normal,147000,35
506,7596,Pave,Inside,OldTown,Duplex,2Story,1952,1952,Hip,SBrkr,1960,4,10,Detchd,7,2009,COD,Normal,124500,57
507,9554,Pave,Inside,SawyerW,1Fam,2Story,1993,1994,Gable,SBrkr,1911,3,8,Attchd,9,2006,WD,Normal,215000,12
508,7862,Pave,Inside,Somerst,1Fam,1Story,2009,2009,Gable,SBrkr,1218,2,4,Attchd,9,2009,New,Partial,208300,0
509,9600,Pave,Inside,OldTown,1Fam,2Story,1928,2005,Gambrel,SBrkr,1378,3,7,Detchd,10,2008,WD,Normal,161000,3
510,9600,Pave,Corner,NAmes,1Fam,1Story,1959,1959,Gable,SBrkr,1041,3,6,Attchd,7,2009,WD,Normal,124500,50
511,14559,Pave,Inside,NAmes,1Fam,1Story,1951,2000,Hip,SBrkr,1363,2,6,CarPort,6,2009,WD,Normal,164900,9
512,6792,Pave,Inside,NridgHt,TwnhsE,1Story,2005,2006,Gable,SBrkr,1368,2,6,Attchd,3,2006,New,Partial,202665,0
513,9100,Pave,Corner,NAmes,1Fam,1Story,1958,1958,Gable,SBrkr,864,3,5,Detchd,7,2006,WD,Normal,129900,48
514,9187,Pave,Corner,Mitchel,1Fam,1Story,1983,1983,Gable,SBrkr,1080,3,5,Attchd,6,2007,WD,Normal,134000,24
515,10594,Pave,Inside,Crawfor,1Fam,1.5Unf,1926,1950,Gable,SBrkr,789,2,5,Detchd,6,2007,WD,Normal,96500,57
516,12220,Pave,Inside,NridgHt,1Fam,1Story,2009,2009,Hip,SBrkr,2020,3,9,Attchd,9,2009,New,Partial,402861,0
517,10448,Pave,Corner,NWAmes,1Fam,SLvl,1972,1972,Gable,SBrkr,2119,3,7,Attchd,8,2009,COD,Abnorml,158000,37
518,10208,Pave,Inside,NoRidge,1Fam,2Story,1996,1997,Gable,SBrkr,2344,3,7,Attchd,7,2009,WD,Normal,265000,12
519,9531,Pave,CulDSac,CollgCr,1Fam,2Story,1998,1998,Gable,SBrkr,1796,3,7,Attchd,5,2007,WD,Normal,211000,9
520,10918,Pave,Inside,Crawfor,1Fam,2Story,1926,2004,Gambrel,SBrkr,2080,3,9,Detchd,6,2009,WD,Normal,234000,5
521,10800,Pave,Inside,OldTown,2fmCon,2Story,1900,2000,Gable,FuseA,1294,3,7,NA,8,2008,WD,Normal,106250,8
522,11988,Pave,Corner,NAmes,1Fam,1Story,1957,1957,Gable,FuseA,1244,3,6,Attchd,5,2007,WD,Normal,150000,50
523,5000,Pave,Corner,BrkSide,1Fam,1.5Fin,1947,1950,Gable,SBrkr,1664,3,7,Detchd,10,2006,WD,Normal,159000,56
524,40094,Pave,Inside,Edwards,1Fam,2Story,2007,2008,Hip,SBrkr,4676,3,11,BuiltIn,10,2007,New,Partial,184750,-1
525,11787,Pave,Inside,NoRidge,1Fam,2Story,1996,1997,Gable,SBrkr,2398,3,8,Attchd,8,2007,WD,Normal,315750,10
526,7500,Pave,Inside,Somerst,1Fam,1Story,2005,2005,Gable,SBrkr,1266,3,6,Attchd,4,2006,WD,Normal,176000,1
527,13300,Pave,Inside,NAmes,1Fam,1Story,1956,2000,Hip,SBrkr,928,2,4,Attchd,6,2007,WD,Normal,132000,7
528,14948,Pave,Inside,NridgHt,1Fam,2Story,2008,2008,Hip,SBrkr,2713,3,11,Attchd,11,2008,New,Partial,446261,0
529,9098,Pave,Inside,Edwards,1Fam,1Story,1920,2002,Gable,SBrkr,605,2,5,NA,7,2007,WD,Normal,86000,5
530,32668,Pave,CulDSac,Crawfor,1Fam,1Story,1957,1975,Hip,SBrkr,2515,4,9,Attchd,3,2007,WD,Alloca,200624,32
531,10200,Pave,Inside,Timber,1Fam,SLvl,1988,1989,Gable,SBrkr,1509,3,5,Attchd,8,2008,WD,Abnorml,175000,19
532,6155,Pave,FR3,BrkSide,1Fam,2Story,1920,1999,Gable,SBrkr,1362,3,6,Detchd,6,2008,WD,Normal,128000,9
533,7200,Pave,Inside,NAmes,1Fam,1Story,1955,2007,Gable,SBrkr,827,2,5,Detchd,4,2010,WD,Normal,107500,3
534,5000,Pave,Inside,BrkSide,1Fam,1Story,1946,1950,Gable,FuseF,334,1,2,NA,1,2007,WD,Normal,39300,57
535,9056,Pave,Inside,Gilbert,1Fam,2Story,2004,2004,Gable,SBrkr,1414,3,6,Attchd,10,2006,WD,Normal,178000,2
536,7000,Pave,Inside,Edwards,2fmCon,2Story,1910,1991,Gable,SBrkr,1347,3,5,NA,1,2008,WD,Normal,107500,17
537,8924,Pave,CulDSac,CollgCr,1Fam,2Story,1998,1999,Gable,SBrkr,1724,3,8,Attchd,7,2008,WD,Normal,188000,9
538,12735,Pave,FR2,NAmes,1Fam,1Story,1972,1972,Hip,SBrkr,864,3,5,Detchd,4,2008,COD,Normal,111250,36
539,11553,Pave,Inside,Sawyer,1Fam,1Story,1968,1968,Hip,SBrkr,1159,3,7,Attchd,7,2006,WD,Normal,158000,38
540,11423,Pave,Inside,CollgCr,1Fam,1Story,2001,2002,Gable,SBrkr,1601,3,6,Attchd,5,2010,WD,Normal,272000,8
541,14601,Pave,Inside,Timber,1Fam,1Story,2006,2006,Hip,SBrkr,1838,2,8,Attchd,3,2009,WD,Normal,315000,3
542,11000,Pave,FR2,NoRidge,1Fam,2Story,2000,2000,Gable,SBrkr,2285,4,8,BuiltIn,6,2007,WD,Normal,248000,7
543,10140,Pave,Inside,NWAmes,1Fam,1Story,1998,1999,Hip,SBrkr,1680,3,7,Attchd,6,2009,WD,Normal,213250,10
544,4058,Pave,Inside,NAmes,TwnhsE,SFoyer,1998,1998,Gable,SBrkr,767,1,4,Attchd,6,2007,WD,Normal,133000,9
545,17104,Pave,Inside,Gilbert,1Fam,2Story,2006,2006,Gable,SBrkr,1496,3,7,Attchd,9,2006,New,Partial,179665,0
546,13837,Pave,Corner,NWAmes,1Fam,1.5Fin,1988,1988,Gable,SBrkr,2183,4,9,Attchd,2,2006,WD,Normal,229000,18
547,8737,Pave,Inside,BrkSide,1Fam,1.5Fin,1923,1950,Gable,FuseA,1635,3,6,Detchd,5,2007,WD,Normal,210000,57
548,7244,Pave,Inside,Mitchel,1Fam,SFoyer,1970,1970,Gable,SBrkr,768,2,5,Detchd,4,2007,WD,Normal,129500,37
549,8235,Pave,Inside,OldTown,1Fam,1Story,1955,1995,Gable,SBrkr,825,2,4,Detchd,6,2008,WD,Normal,125000,13
550,9375,Pave,Inside,Somerst,1Fam,2Story,2003,2004,Gable,SBrkr,2094,4,8,BuiltIn,11,2009,WD,Normal,263000,5
551,4043,Pave,Inside,NPkVill,TwnhsE,1Story,1977,1977,Gable,SBrkr,1069,2,4,Attchd,10,2008,COD,Abnorml,140000,31
552,6000,Pave,Inside,OldTown,1Fam,1Story,1957,1957,Hip,FuseA,928,3,5,Attchd,6,2008,WD,Normal,112500,51
553,11146,Pave,Inside,NridgHt,1Fam,1Story,2006,2006,Gable,SBrkr,1717,3,7,Attchd,7,2009,WD,Normal,255500,3
554,8777,Pave,Inside,Edwards,1Fam,1Story,1949,2003,Gable,SBrkr,1126,2,5,Detchd,5,2009,WD,Normal,108000,6
555,10625,Pave,Inside,NridgHt,1Fam,2Story,2003,2004,Gable,SBrkr,2046,3,8,BuiltIn,8,2008,WD,Normal,284000,4
556,6380,Pave,Inside,BrkSide,1Fam,1.5Unf,1922,1950,Gable,FuseA,1048,2,5,Detchd,8,2006,WD,Normal,113000,56
557,14850,Pave,Inside,NAmes,1Fam,1Story,1957,1957,Gable,FuseA,1092,2,6,Attchd,5,2006,WD,Normal,141000,49
558,11040,Pave,Inside,IDOTRR,1Fam,1.5Fin,1920,1950,Gable,SBrkr,1336,3,7,CarPort,9,2006,COD,Normal,108000,56
559,21872,Pave,FR2,Gilbert,1Fam,2Story,1996,1997,Gable,SBrkr,1446,3,6,Attchd,8,2008,WD,Normal,175000,11
560,3196,Pave,Inside,Blmngtn,TwnhsE,1Story,2003,2004,Gable,SBrkr,1557,2,7,Attchd,10,2006,WD,Normal,234000,2
561,11341,Pave,Inside,Sawyer,1Fam,1Story,1957,1996,Hip,SBrkr,1392,3,5,Detchd,5,2010,WD,Normal,121500,14
562,10010,Pave,Inside,Mitchel,1Fam,1Story,1974,1975,Gable,SBrkr,1389,2,6,Attchd,4,2006,WD,Normal,170000,31
563,13907,Pave,Inside,Edwards,1Fam,1Story,1940,1969,Gable,SBrkr,996,3,6,NA,7,2008,WD,Normal,108000,39
564,21780,Pave,Inside,Edwards,1Fam,1.5Fin,1918,1950,Gable,SBrkr,1674,4,8,Detchd,7,2008,WD,Normal,185000,58
565,13346,Pave,CulDSac,NoRidge,1Fam,2Story,1992,2000,Gable,SBrkr,2295,4,9,Attchd,7,2006,WD,Normal,268000,6
